INTVENTARNUMMER,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,FØDESTED,DØDSSTED,Koordinat fødested,Koordinat dødssted,Nasjonalitet kunstner,Kjønn kunstner,Yrke kunstner,Navn produsent,Nasjonalitet produsent,Produsent etablert,Bransje produsent,BETEGNELSE,Presisert betegnelse,EMNEORD,FARGE,Produksjonssted,Koordinat produksjonssted,Produsert fra dato,Produsert til dato,Aksesjon fra dato,Aksesjon til dato
MS-00027-1988,Snorre,Kyllingmark,1948,,,,,,Norge,Mann,Billedkunsrner,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00028-1988,Elisabet,Norseng,1959,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00029-1988,Kjell,Torriset,1950,,,,,,Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
MS-00030-1988,Gerd M.,Tinglum,1951,,,,,,Norge,Kvinne,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00031-1988,Gerd M.,Tinglum,1951,,,,,,Norge,Kvinne,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00033-1988,Paul,Osipow,1939,,,,,,Finland,Mann,,,,,,Maleri,,Bildende kunst,,,,1988,1988,1988,1988
MS-00034-1988,Paul,Osipow,1939,,,,,,Finland,Mann,,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00035-1988,Espen,Gangvik,1958,,,,,,Norge,Mann,,,,,,Skulptur,,Bildende kunst,,,,1988,1988,,
MS-00036-1988,Espen,Gangvik,1958,,,,,,Norge,Mann,,,,,,Skulptur,,Bildende kunst,,,,1988,1988,,
MS-00037-1988,Bård,Breivik,1948,,,,,,Norge,Mann,,,,,,Skulptur,,Bildende kunst,,,,1988,1988,1988,1988
MS-00038-1988,Jukka,Mäkelä,1949,,,,,,Finland,,,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00039-1988,Jukka,Mäkelä,1949,,,,,,Finland,,,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00040-1988,Jukka,Mäkelä,1949,,,,,,Finland,,,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00041-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00042-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00043-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00044-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00045-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00046-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00047-1988,Gerhard,Stoltz,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00048-1988,Gjertrud,Hals,1948,,,,,,Norge,Kvinne,,,,,,Skulptur,,Bildende kunst,,,,1986,1986,,
MS-00049-1988,Gjertrud,Hals,1948,,,,,,Norge,Kvinne,,,,,,Skulptur,,Bildende kunst,,,,1986,1986,,
MS-00050-1988,Gjertrud,Hals,1948,,,,,,Norge,Kvinne,,,,,,Skulptur,,Bildende kunst,,,,1986,1986,,
MS-00051-1988,Snorre,Kyllingmark,1948,,,,,,Norge,Mann,Billedkunsrner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00052-1988,Jan,Groth,1938,,,,,,Norge,Mann,Billedkunstner,,,,,Tekstil,,Bildende kunst,,,,1982,1982,,
MS-00053-1988,Bendik,Riis,1911,1988,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1955,1955,1988,
MS-00054-1988,Bendik,Riis,1911,1988,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1940,1940,,
MS-00055-1988,Bendik,Riis,1911,1988,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,1988,1988
MS-00056-1988,Bendik,Riis,1911,1988,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1950,1950,1988,1988
MS-00057-1988,Istvan,Lisztes,1942,,,,,,,Mann,,,,,,Skulptur,,Bildende kunst,,,,1986,1986,,
MS-00058-1988,Leonard,Rickhard,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1988,,
MS-00059-1988,Leonard,Rickhard,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1988,,
MS-00060-1988,Bjørn,Carlsen,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00061-1988,Bjørn,Carlsen,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00062-1988,Geza,Toth,1955,,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00063-1988,Kjell Erik Killi,Olsen,1952,,,,,,Norge,Mann,Billedkunstner,,,,,Skulptur,,Bildende kunst,,,,1988,1988,,
MS-00064-1988,Ulf,Rollof,1961,,,,,,Sverige,Mann,,,,,,Tegning,,Bildende kunst,,,,1985,1985,,
MS-00065-1988,Ulf,Rollof,1961,,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00066-1988,Ulf,Rollof,1961,,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,,,,
MS-00067-1988,Ulf,Rollof,1961,,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,,,,
MS-00068-1988,Anne Katrine,Dolven,1953,,,,,,Norge,Kvinne,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00069-1988,Anne Katrine,Dolven,1953,,,,,,Norge,Kvinne,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00070-1988,Lars-Gunnar,Nordström,1924,,,,,,Finland,Mann,,,,,,Maleri,,Bildende kunst,,,,1954,1956,1988,1988
MS-00071-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00072-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00073-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00074-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1988,1988,,
MS-00075-1988,Yngve,Zakarias,1957,,,,,,Norge,Mann,,,,,,Grafikk,,Bildende kunst,,,,1987,1988,,
MS-00076-1988,Yngve,Zakarias,1957,,,,,,Norge,Mann,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00077-1988,Yngve,Zakarias,1957,,,,,,Norge,Mann,,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00079-1988,Terje,Uhrn,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00080-1988,Britt,Smelvær,1945,,,,,,Norge,Kvinne,,,,,,Skulptur,,Bildende kunst,,,,1985,1985,,
MS-00081-1988,Jørn,Nilsen,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00082-1988,Ramon,Isern,1914,1989,,,,,,Mann,,,,,,Maleri,,Bildende kunst,,,,1959,1959,,
MS-00083-1988,Ramon,Isern,1914,1989,,,,,,Mann,,,,,,Maleri,,Bildende kunst,,,,1960,1960,,
MS-00084-1988,Sverre,Wyller,1953,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00085-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00086-1988,Brit,Sørli,1950,,,,,,Norge,Kvinne,,,,,,Tekstil,,Bildende kunst,,,,1988,1988,,
MS-00087-1988,Anne Katrine,Dolven,1953,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00088-1988,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-1,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-2,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-3,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-4,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-5,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-6,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-7,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-8,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00088-1988-9,Sidsel,Westbø,1943,,,,,,Norge,Kvinne,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00089-1988,Magne,Vatneødegård,1950,,,,,,Norge,Mann,Billedkunster,,,,,Maleri,,Bildende kunst,,,,1987,1988,,
MS-00090-1988,Magne,Vatneødegård,1950,,,,,,Norge,Mann,Billedkunster,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00091-1988,Magne,Vatneødegård,1950,,,,,,Norge,Mann,Billedkunster,,,,,Maleri,,Bildende kunst,,,,1988,1988,,
MS-00092-1988-1,René J.,Goffin,1951,,,,,,Frankrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-2,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-3,Jan,Håfström,1937,,,,,,Sverige,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-4,Jan,Koblasa,1932,,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-5,Peter,Nagel,1941,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-6,Bjørn,Nørgaard,1947,,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-7,Raffael,Rheinsberg,1943,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00092-1988-8,Sverre,Wyller,1953,,,,,,Norge,Mann,,,,,,Grafikk,,Bildende kunst,,,,1985,1985,,
MS-00093-1988,Jens,Johannessen,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1988,1988,,
MS-00094-1988,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1987,1987,,
MS-00095-1988,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1987,1987,,
MS-00096-1988,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1986,1986,,
MS-00097-1988,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1986,1986,,
MS-00098-1988,Sigurdur,Gudmundsson,1942,,,,,,Island,Mann,,,,,,Grafikk,,Bildende kunst,,,,1986,1986,,
MS-00099-1988,Bernd,Koberling,1938,,,,,,Tyskland,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00100-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00101-1988,Tove,Strømme,1940,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00102-1988,Kjell,Torriset,1950,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00103-1988,Tore,Hansen,1949,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00104-1988,May,Talberg,1947,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00105-1988,Kjell,Sigmund,1949,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00106-1988,John,Rolseth,1954,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00107-1988,Bjørn Arne,Krogstad,1943,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00108-1988,Tor,Hoff,1925,1976,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-00109-1988,Ingun Erlandsen,Bøhn,1947,,,,,,Norge,Kvinne,,,,,,Tegning,,Bildende kunst,,,,1985,1985,,
MS-00110-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00111-1988,Svein,Mamen,1955,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00112-1988,Ole,Fadum,1938,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00113-1988,May,Talberg,1947,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00114-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-00115-1988,Leif Egil,Reitan,1927,1990,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-00116-1988,Rolf,Groven,1943,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1977,1977,1988,1988
MS-00117-1988,Kristin,Aarnes,1955,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00118-1988,Arne Haavardsholm,Malmedal,1937,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00119-1988,Håvard,Vikhagen,1952,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00120-1988,Kjell,Pahr-Iversen,1937,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,,,,
MS-00121-1988,Kjell,Varvin,1939,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00122-1988,Therese,Christensen,1946,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1986,1986,1988,1988
MS-00123-1988,Svein,Bolling,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-00124-1988,Håkon Ingvald,Bleken,1929,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-00125-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00126-1988,Svein,Johansen,1946,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,1988,1988
MS-00127-1988,Bjarne,Røtterud,1929,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00128-1988,Bjørn-Willy,Mortensen,1941,1993,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00129-1988,Inger Bergitte,Sæverud,1938,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00130-1988,Unni,Lund,1914,2007,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,,,,
MS-00131-1988,Jørgen,Dobloug,1945,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-00132-1988,Knut,Rose,1936,2002,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00133-1988,Arve,Hovig,1944,1999,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1987,,
MS-00134-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-00135-1988,Ramon,Isern,1914,1989,,,,,,Mann,,,,,,Collage,,Bildende kunst,,,,1978,1978,,
MS-00136-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1974,1974,1988,1988
MS-00137-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-00138-1988,Irma Salo,Jæger,1928,,,,,,Finland,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1961,1961,,
MS-00139-1988,Ole,Sjølie,1923,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-00140-1988,Anne Lene,Merton,1944,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-00141-1988,Tore Gunnar,Olsen,1934,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,1988,1988
MS-00142-1988,Jørn,Nilsen,1945,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00143-1988,Per,Kleiva,1933,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,1988,1988
MS-00144-1988,Ole,Fadum,1938,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00145-1988,Per,Følling,1949,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1982,1983,,
MS-00146-1988,Bjørn,Kolbjørnsen,1955,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00147-1988,Rolf,Aamot,1934,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1960,1960,,
MS-00148-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-00149-1988,Per Morten,Karlsen,1952,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00150-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-00151-1988,John Anton,Risan,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-00152-1988,Gunnar S.,Gundersen,1921,1983,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1965,1965,,
MS-00153-1988,Kai,Rittun,1962,,,,,,Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1987,1987,,
MS-00154-1988,Kjell,Nupen,1955,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-00155-1988,Bjørn,Ransve,1944,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-00156-1988,Kjell,Sigmund,1949,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00157-1988,Morten,Juvet,1953,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00158-1988,Odd,Tandberg,1924,,,,,,,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-00159-1988,Tor,Hoff,1925,1976,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1952,1952,,
MS-00160-1988,Willi,Storn,1936,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1983,1984,,
MS-00161-1988,Arve,Hovig,1944,1999,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-00162-1988,Else Marie,Jakobsen,1927,2012,,,,,Norge,Kvinne,Tekstilkunstner,,,,,Collage,,Bildende kunst,,,,1977,1977,,
MS-00163-1988,Espen,Gangvik,1958,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00164-1988,Svein,Johansen,1946,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,1988,1988
MS-00165-1988,Liv,Heier,1961,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00166-1988,Per Richard,Olsen,1941,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00167-1988,Harald,Krokstad,1946,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-00168-1988,John Anton,Risan,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-00169-1988,Lise,Nicolaisen,1926,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-00170-1988,Ulf,Nilsen,1950,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1979,1979,1988,1988
MS-00171-1988,Tore,Hansen,1949,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00172-1988,Irma Salo,Jæger,1928,,,,,,Finland,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-00173-1988,Oddvar,Torsheim,1938,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-00174-1988,Svein,Bolling,1948,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-00175-1988,Johs,Rian,1891,1981,"Overhalla, Nord-Trøndelag (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,1988,1988
MS-00176-1988,Hanne,Christiansen,1948,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-00177-1988,Snorre,Kyllingmark,1948,,,,,,Norge,Mann,Billedkunsrner,,,,,Maleri,,Bildende kunst,,,,1984,1984,1988,1988
MS-00178-1988,Solveig,Lohne,1945,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00179-1988,Johanne Marie,Hansen-Krone,1952,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-00180-1988,Dag,Fyri,1949,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-00181-1988,Eilif Kahrs,Amundsen,1930,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-00182-1988,Ryszard,Warsinski,1937,1996,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-00183-1988,Torstein,Rusdal,1944,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-00184-1988,Hanne,Borchgrevink,1951,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1981,1981,1988,1988
MS-00185-1988,Vegar,Werner,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Tegning,,Bildende kunst,,,,1985,1985,,
MS-00186-1988,Eilif Kahrs,Amundsen,1930,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1965,1965,,
MS-00187-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1952,1952,,
MS-00188-1988,Olav Christopher,Jenssen,1954,,,,,,Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1982,1982,,
MS-00189-1988,William,Nicolaysen,1954,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-00190-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1955,1955,,
MS-00191-1988,Johs,Rian,1891,1981,"Overhalla, Nord-Trøndelag (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1969,1969,,
MS-00192-1988,Arne,Stømne,1918,1995,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-00193-1988,Harald,Krokstad,1946,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-00194-1988,John,Eliassen,1917,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1971,1971,,
MS-00195-1988,Liv,Ørnvall,1947,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-00196-1988,Lise,Nicolaisen,1926,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-00197-1988,Elisabeth,Balstad,1938,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-00198-1988,Terje,Moe,1943,2004,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1975,1975,1975,1988
MS-00198-1988,Terje,Moe,1943,2004,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1975,1975,1988,1988
MS-00199-1988,Ludvig,Eikaas,1920,2010,"Sogn og Fjordane, Jølster (Norge)",,,,,Mann,billedkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,1988,1988
MS-00200-1988,Øyvind,Svaboe,1944,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-00201-1988,Jan,Kolstad,1943,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-00202-1988,Harald,Krokstad,1946,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
